# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   5.585 us    |              vprintk_default();
 0)   8.047 us    |            }
 0) + 10.498 us   |          }
 0)               |          of_get_next_child() {
 0)   1.195 us    |            _raw_spin_lock_irqsave();
 0)   1.342 us    |            _raw_spin_unlock_irqrestore();
 0)   5.936 us    |          }
 0)               |          _dev_info() {
 0)               |            __dev_printk() {
 0) # 8774.122 us |              dev_printk_emit();
 0) # 8779.895 us |            }
 0) # 8783.200 us |          }
 0)               |          devm_hwmon_device_register_with_groups() {
 0)               |            devres_alloc_node() {
 0)   3.511 us    |              __kmalloc_track_caller();
 0)   6.150 us    |            }
 0)               |            __hwmon_device_register() {
 0)   1.387 us    |              _raw_spin_lock_irqsave();
 0)   1.205 us    |              _raw_spin_unlock_irqrestore();
 0)   1.412 us    |              kfree();
 0)   2.437 us    |              kmem_cache_alloc_trace();
 0)   9.798 us    |              dev_set_name();
 0) ! 564.138 us  |              device_register();
 0) ! 601.694 us  |            }
 0)               |            devres_add() {
 0)   1.409 us    |              _raw_spin_lock_irqsave();
 0)   1.177 us    |              add_dr();
 0)   1.188 us    |              _raw_spin_unlock_irqrestore();
 0)   9.002 us    |            }
 0) ! 624.610 us  |          }
 0) * 14179.25 us |        }
 0) * 14210.93 us |      }
 0)               |      device_add_groups() {
 0)   1.143 us    |        sysfs_create_groups();
 0)   3.625 us    |      }
 0)   1.448 us    |      pinctrl_init_done();
 0)               |      driver_bound() {
 0)   1.230 us    |        _raw_spin_lock();
 0)               |        device_links_driver_bound() {
 0)   1.204 us    |          mutex_lock();
 0)   1.163 us    |          mutex_unlock();
 0)   6.526 us    |        }
 0)               |        device_pm_check_callbacks() {
 0)   1.187 us    |          _raw_spin_lock_irq();
 0)   1.293 us    |          pm_ops_is_empty();
 0)   6.322 us    |        }
 0)               |        driver_deferred_probe_del() {
 0)   1.449 us    |          mutex_lock();
 0)   1.192 us    |          mutex_unlock();
 0)   6.364 us    |        }
 0)   1.205 us    |        blocking_notifier_call_chain();
 0)   1.183 us    |        dev_uevent_filter();
 0)   1.278 us    |        dev_uevent_name();
 0)               |        kmem_cache_alloc_trace() {
 0)   1.168 us    |          should_failslab();
 0)   4.984 us    |        }
 0)               |        __kmalloc() {
 0)   1.239 us    |          kmalloc_slab();
 0)   1.370 us    |          should_failslab();
 0)   6.664 us    |        }
 0)               |        dev_uevent() {
 0)               |          of_device_uevent() {
 0)               |            of_get_property() {
 0)   3.093 us    |              of_find_property();
 0)   5.910 us    |            }
 0)               |            of_find_property() {
 0)   1.253 us    |              _raw_spin_lock_irqsave();
 0)   1.368 us    |              __of_find_property();
 0)   1.268 us    |              _raw_spin_unlock_irqrestore();
 0)   9.169 us    |            }
 0)   1.390 us    |            of_prop_next_string();
 0)   1.585 us    |            of_prop_next_string();
 0)   1.346 us    |            mutex_lock();
 0)   1.198 us    |            mutex_unlock();
 0) + 35.366 us   |          }
 0)               |          platform_uevent() {
 0)               |            of_device_uevent_modalias() {
 0) + 10.828 us   |              of_device_get_modalias();
 0) + 14.962 us   |            }
 0) + 17.405 us   |          }
 0) + 58.230 us   |        }
 0)   1.232 us    |        mutex_lock();
 0)   1.367 us    |        netlink_has_listeners();
 0)   1.330 us    |        consume_skb();
 0)   1.209 us    |        mutex_unlock();
 0)               |        kfree() {
 0)   1.207 us    |          ___cache_free();
 0)   3.577 us    |        }
 0)               |        kfree() {
 0)   1.302 us    |          ___cache_free();
 0)   3.586 us    |        }
 0) ! 132.967 us  |      }
 0)               |      __wake_up() {
 0)               |        __wake_up_common_lock() {
 0)   1.235 us    |          _raw_spin_lock_irqsave();
 0)   1.210 us    |          __wake_up_common();
 0)   1.190 us    |          _raw_spin_unlock_irqrestore();
 0)   8.995 us    |        }
 0) + 11.447 us   |      }
 0) * 26796.97 us |    }
 0)               |    ktime_get() {
 0)   1.405 us    |      arch_counter_read();
 0)   3.821 us    |    }
 0)               |    printk() {
 0)               |      vprintk_func() {
 0)               |        vprintk_default() {
 0)               |          vprintk_emit() {
 0)   1.315 us    |            __printk_safe_enter();
 0)   1.429 us    |            _raw_spin_lock();
 0)               |            vprintk_store() {
 0)   3.546 us    |              log_store.constprop.0();
 0)   9.955 us    |            }
 0)   1.175 us    |            __printk_safe_exit();
 0)               |            console_trylock() {
 0)   3.178 us    |              __down_trylock_console_sem.constprop.0();
 0)   5.522 us    |            }
 0)               |            console_unlock() {
 0)   1.183 us    |              __printk_safe_enter();
 0)   1.227 us    |              _raw_spin_lock();
 0)   3.193 us    |              __up_console_sem.constprop.0();
 0)   1.235 us    |              _raw_spin_lock();
 0)   1.177 us    |              __printk_safe_exit();
 0) + 15.461 us   |            }
 0)   1.328 us    |            wake_up_klogd.part.0();
 0) + 48.893 us   |          }
 0) + 51.480 us   |        }
 0) + 54.449 us   |      }
 0) + 57.090 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.265 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.850 us    |        rpm_check_suspend_allowed();
 0)   4.767 us    |      }
 0)   1.197 us    |      _raw_spin_unlock_irqrestore();
 0) + 12.303 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.318 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.234 us    |        rpm_check_suspend_allowed();
 0)   3.498 us    |      }
 0)   1.190 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.790 us   |    }
 0)               |    pm_runtime_put_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.431 us    |        __srcu_read_lock();
 0)   4.050 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.328 us    |        __srcu_read_unlock();
 0)   3.812 us    |      }
 0) + 11.545 us   |    }
 0) * 26945.77 us |  }
 0)               |  driver_probe_device() {
 0)               |    pm_runtime_get_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.462 us    |        __srcu_read_lock();
 0)   4.366 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.365 us    |        __srcu_read_unlock();
 0)   3.612 us    |      }
 0) + 11.974 us   |    }
 0)               |    __pm_runtime_resume() {
 0)   1.309 us    |      _raw_spin_lock_irqsave();
 0)   2.405 us    |      rpm_resume();
 0)   1.185 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.058 us   |    }
 0)               |    pm_runtime_barrier() {
 0)   1.305 us    |      _raw_spin_lock_irq();
 0)   1.352 us    |      __pm_runtime_barrier();
 0)   7.192 us    |    }
 0)               |    ktime_get() {
 0)   1.197 us    |      arch_counter_read();
 0)   3.880 us    |    }
 0)               |    really_probe() {
 0)               |      device_links_check_suppliers() {
 0)   1.204 us    |        mutex_lock();
 0)   1.192 us    |        mutex_unlock();
 0)   6.158 us    |      }
 0)               |      pinctrl_bind_pins() {
 0)               |        devm_kmalloc() {
 0)               |          __kmalloc_track_caller() {
 0)   1.445 us    |            kmalloc_slab();
 0)   1.147 us    |            should_failslab();
 0)   6.745 us    |          }
 0)               |          devres_add() {
 0)   1.215 us    |            _raw_spin_lock_irqsave();
 0)   1.316 us    |            add_dr();
 0)   1.169 us    |            _raw_spin_unlock_irqrestore();
 0)   8.228 us    |          }
 0) + 18.840 us   |        }
 0)               |        devm_pinctrl_get() {
 0)               |          devres_alloc_node() {
 0)               |            __kmalloc_track_caller() {
 0)   1.166 us    |              kmalloc_slab();
 0)   1.140 us    |              should_failslab();
 0)   5.953 us    |            }
 0)   8.609 us    |          }
 0)               |          pinctrl_get() {
 0)   1.212 us    |            mutex_lock();
 0)   1.242 us    |            mutex_unlock();
 0)               |            create_pinctrl() {
 0)   1.612 us    |              kmem_cache_alloc_trace();
 0)   9.233 us    |              pinctrl_dt_to_map();
 0)   1.785 us    |              kfree();
 0) + 18.199 us   |            }
 0) + 31.250 us   |          }
 0)               |          devres_free() {
 0)               |            kfree() {
 0)   1.242 us    |              ___cache_free();
 0)   3.597 us    |            }
 0)   6.020 us    |          }
 0) + 51.100 us   |        }
 0)               |        devm_kfree() {
 0)               |          devres_remove() {
 0)   1.187 us    |            _raw_spin_lock_irqsave();
 0)   1.349 us    |            devm_kmalloc_match();
 0)   1.206 us    |            _raw_spin_unlock_irqrestore();
 0)   9.508 us    |          }
 0)               |          devres_free() {
 0)               |            kfree() {
 0)   1.190 us    |              ___cache_free();
 0)   3.523 us    |            }
 0)   5.803 us    |          }
 0) + 19.083 us   |        }
 0) + 95.185 us   |      }
 0)               |      platform_dma_configure() {
 0)               |        of_dma_configure() {
 0)               |          of_dma_get_range() {
 0)               |            of_n_addr_cells() {
 0)   4.713 us    |              of_property_read_variable_u32_array();
 0)   7.452 us    |            }
 0)               |            of_n_size_cells() {
 0)   3.465 us    |              of_property_read_variable_u32_array();
 0)   6.075 us    |            }
 0)               |            __of_get_dma_parent() {
 0)   3.409 us    |              of_property_match_string();
 0)   2.117 us    |              of_get_parent();
 0)   9.848 us    |            }
 0)               |            of_get_property() {
 0)   2.813 us    |              of_find_property();
 0)   5.115 us    |            }
 0) + 34.826 us   |          }
 0)               |          of_dma_is_coherent() {
 0)               |            of_find_property() {
 0)   1.192 us    |              _raw_spin_lock_irqsave();
 0)   1.382 us    |              __of_find_property();
 0)   1.289 us    |              _raw_spin_unlock_irqrestore();
 0)   8.336 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.955 us    |              of_get_parent();
 0)   4.254 us    |            }
 0)               |            of_find_property() {
 0)   1.165 us    |              _raw_spin_lock_irqsave();
 0)   1.323 us    |              __of_find_property();
 0)   1.191 us    |              _raw_spin_unlock_irqrestore();
 0)   8.300 us    |            }
 0)               |            of_get_next_parent() {
 0)   2.075 us    |              of_get_parent();
 0)   4.341 us    |            }
 0) + 31.099 us   |          }
 0)   1.400 us    |          arch_setup_dma_ops();
 0) + 74.593 us   |        }
 0) + 77.257 us   |      }
 0)               |      driver_sysfs_add() {
 0)   1.163 us    |        blocking_notifier_call_chain();
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.330 us    |            _raw_spin_lock();
 0)   1.337 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   7.475 us    |              kernfs_new_node();
 0)   1.230 us    |              kernfs_get();
 0)   5.640 us    |              kernfs_add_one();
 0) + 19.803 us   |            }
 0)   1.333 us    |            kernfs_put();
 0) + 30.110 us   |          }
 0) + 32.698 us   |        }
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.182 us    |            _raw_spin_lock();
 0)   1.215 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   4.405 us    |              kernfs_new_node();
 0)   1.243 us    |              kernfs_get();
 0)   6.844 us    |              kernfs_add_one();
 0) + 17.225 us   |            }
 0)   1.347 us    |            kernfs_put();
 0) + 26.850 us   |          }
 0) + 29.130 us   |        }
 0) + 68.113 us   |      }
 0)               |      platform_drv_probe() {
 0)               |        of_clk_set_defaults() {
 0)               |          of_count_phandle_with_args() {
 0)               |            of_phandle_iterator_init() {
 0)   2.654 us    |              of_find_property();
 0)   5.278 us    |            }
 0)   7.957 us    |          }
 0)               |          of_find_property() {
 0)   1.205 us    |            _raw_spin_lock_irqsave();
 0)   1.415 us    |            __of_find_property();
 0)   1.210 us    |            _raw_spin_unlock_irqrestore();
 0)   8.305 us    |          }
 0)   1.328 us    |          of_prop_next_u32();
 0) + 24.675 us   |        }
 0)   1.137 us    |        dev_pm_domain_attach();
 0)               |        iio_hwmon_probe() {
 0)               |          devm_iio_channel_get_all() {
 0)               |            devres_alloc_node() {
 0)   2.018 us    |              __kmalloc_track_caller();
 0)   4.517 us    |            }
 0)               |            iio_channel_get_all() {
 0) + 10.917 us   |              of_parse_phandle_with_args();
 0) + 12.287 us   |              of_parse_phandle_with_args();
 0) + 16.240 us   |              of_parse_phandle_with_args();
 0) + 20.648 us   |              of_parse_phandle_with_args();
 0) + 24.535 us   |              of_parse_phandle_with_args();
 0) + 28.718 us   |              of_parse_phandle_with_args();
 0) + 32.777 us   |              of_parse_phandle_with_args();
 0) + 36.938 us   |              of_parse_phandle_with_args();
 0) + 41.610 us   |              of_parse_phandle_with_args();
 0) + 45.167 us   |              of_parse_phandle_with_args();
 0) + 49.227 us   |              of_parse_phandle_with_args();
 0) + 53.545 us   |              of_parse_phandle_with_args();
 0) + 57.500 us   |              of_parse_phandle_with_args();
 0) + 61.760 us   |              of_parse_phandle_with_args();
 0) + 65.674 us   |              of_parse_phandle_with_args();
 0) + 69.930 us   |              of_parse_phandle_with_args();
 0) + 70.228 us   |              of_parse_phandle_with_args();
 0)   3.042 us    |              __kmalloc();
 0) + 12.972 us   |              __of_iio_channel_get();
 0)   2.185 us    |              kfree();
 0) ! 743.672 us  |            }
 0)               |            devres_free() {
 0)   1.700 us    |              kfree();
 0)   4.357 us    |            }
 0) ! 757.740 us  |          }
 0) ! 761.163 us  |        }
 0)   1.382 us    |        dev_pm_domain_detach();
 0) ! 795.620 us  |      }
 0)   1.375 us    |      blocking_notifier_call_chain();
 0)               |      device_links_no_driver() {
 0)   1.258 us    |        mutex_lock();
 0)   1.600 us    |        __device_links_no_driver();
 0)   1.525 us    |        mutex_unlock();
 0)   9.930 us    |      }
 0)               |      devres_release_all() {
 0)   1.393 us    |        _raw_spin_lock_irqsave();
 0)               |        release_nodes() {
 0)   1.254 us    |          _raw_spin_unlock_irqrestore();
 0)   4.335 us    |        }
 0)   9.753 us    |      }
 0)   1.221 us    |      arch_teardown_dma_ops();
 0)               |      driver_sysfs_remove() {
 0)               |        sysfs_remove_link() {
 0)               |          kernfs_remove_by_name_ns() {
 0)   1.233 us    |            mutex_lock();
 0)               |            kernfs_find_ns() {
 0)   1.556 us    |              kernfs_name_hash();
 0)   4.630 us    |            }
 0)               |            __kernfs_remove.part.0() {
 0)   1.254 us    |              kernfs_next_descendant_post();
 0)   1.245 us    |              kernfs_next_descendant_post();
 0)   1.377 us    |              kernfs_get();
 0)   1.611 us    |              mutex_unlock();
 0)   1.572 us    |              kernfs_drain_open_files();
 0)   1.385 us    |              mutex_lock();
 0)   1.778 us    |              kernfs_unlink_sibling();
 0)   1.417 us    |              kernfs_put();
 0)   7.853 us    |              kernfs_put();
 0) + 33.677 us   |            }
 0)   1.275 us    |            mutex_unlock();
 0) + 47.057 us   |          }
 0) + 49.650 us   |        }
 0)               |        sysfs_remove_link() {
 0)               |          kernfs_remove_by_name_ns() {
 0)   1.162 us    |            mutex_lock();
 0)               |            kernfs_find_ns() {
 0)   1.332 us    |              kernfs_name_hash();
 0)   3.780 us    |            }
 0)               |            __kernfs_remove.part.0() {
 0)   1.190 us    |              kernfs_next_descendant_post();
 0)   1.158 us    |              kernfs_next_descendant_post();
 0)   1.193 us    |              kernfs_get();
 0)   1.215 us    |              mutex_unlock();
 0)   1.189 us    |              kernfs_drain_open_files();
 0)   1.213 us    |              mutex_lock();
 0)   1.760 us    |              kernfs_unlink_sibling();
 0)   1.275 us    |              kernfs_put();
 0)   4.291 us    |              kernfs_put();
 0) + 27.627 us   |            }
 0)   1.276 us    |            mutex_unlock();
 0) + 39.559 us   |          }
 0) + 41.841 us   |        }
 0) + 95.232 us   |      }
 0)   1.323 us    |      pm_runtime_reinit();
 0)               |      driver_deferred_probe_add() {
 0)   1.182 us    |        mutex_lock();
 0)   1.185 us    |        mutex_unlock();
 0)   6.227 us    |      }
 0)               |      __wake_up() {
 0)               |        __wake_up_common_lock() {
 0)   1.184 us    |          _raw_spin_lock_irqsave();
 0)   1.240 us    |          __wake_up_common();
 0)   1.176 us    |          _raw_spin_unlock_irqrestore();
 0)   8.535 us    |        }
 0) + 10.835 us   |      }
 0) # 1200.036 us |    }
 0)               |    ktime_get() {
 0)   1.184 us    |      arch_counter_read();
 0)   3.621 us    |    }
 0)               |    printk() {
 0)               |      vprintk_func() {
 0)               |        vprintk_default() {
 0)               |          vprintk_emit() {
 0)   1.168 us    |            __printk_safe_enter();
 0)   1.215 us    |            _raw_spin_lock();
 0)               |            vprintk_store() {
 0)   3.437 us    |              log_store.constprop.0();
 0) + 11.230 us   |            }
 0)   1.158 us    |            __printk_safe_exit();
 0)               |            console_trylock() {
 0)   3.285 us    |              __down_trylock_console_sem.constprop.0();
 0)   5.750 us    |            }
 0)               |            console_unlock() {
 0)   1.173 us    |              __printk_safe_enter();
 0)   1.215 us    |              _raw_spin_lock();
 0)   3.372 us    |              __up_console_sem.constprop.0();
 0)   1.355 us    |              _raw_spin_lock();
 0)   1.203 us    |              __printk_safe_exit();
 0) + 15.957 us   |            }
 0)   1.352 us    |            wake_up_klogd.part.0();
 0) + 47.700 us   |          }
 0) + 50.154 us   |        }
 0) + 52.617 us   |      }
 0) + 55.184 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.197 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.205 us    |        rpm_check_suspend_allowed();
 0)   3.988 us    |      }
 0)   1.191 us    |      _raw_spin_unlock_irqrestore();
 0) + 11.137 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.193 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_idle() {
 0)   1.202 us    |        rpm_check_suspend_allowed();
 0)   3.518 us    |      }
 0)   1.224 us    |      _raw_spin_unlock_irqrestore();
 0) + 10.430 us   |    }
 0)               |    pm_runtime_put_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.343 us    |        __srcu_read_lock();
 0)   3.624 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.230 us    |        __srcu_read_unlock();
 0)   3.478 us    |      }
 0) + 10.540 us   |    }
 0) # 1341.962 us |  }
 0)               |  driver_probe_device() {
 0)               |    pm_runtime_get_suppliers() {
 0)               |      device_links_read_lock() {
 0)   1.232 us    |        __srcu_read_lock();
 0)   3.830 us    |      }
 0)               |      device_links_read_unlock() {
 0)   1.184 us    |        __srcu_read_unlock();
 0)   3.653 us    |      }
 0) + 11.325 us   |    }
 0)               |    __pm_runtime_resume() {
 0)   1.315 us    |      _raw_spin_lock_irqsave();
 0)               |      rpm_resume() {
 0)   1.332 us    |        _raw_spin_lock();
 0)               |        update_pm_runtime_accounting.part.0() {
 0)               |          ktime_get_mono_fast_ns() {
 0)   1.223 us    |            arch_counter_read();
 0)   4.215 us    |          }
 0)   7.039 us    |        }
 0)               |        ktime_get_mono_fast_ns() {
 0)   1.180 us    |          arch_counter_read();
 0)   3.507 us    |        }
 0)               |        __wake_up() {
 0)               |          __wake_up_common_lock() {
 0)   1.175 us    |            _raw_spin_lock_irqsave();
 0)   1.239 us    |            __wake_up_common();
 0)   1.196 us    |            _raw_spin_unlock_irqrestore();
 0) + 10.220 us   |          }
 0) + 12.562 us   |        }
 0)               |        rpm_idle() {
 0)   1.237 us    |          rpm_check_suspend_allowed();
 0)   3.623 us    |        }
 0) + 36.686 us   |      }
 0)   1.169 us    |      _raw_spin_unlock_irqrestore();
 0) + 44.220 us   |    }
 0)               |    pm_runtime_barrier() {
 0)   1.295 us    |      _raw_spin_lock_irq();
 0)   1.549 us    |      __pm_runtime_barrier();
 0)   6.683 us    |    }
 0)               |    ktime_get() {
 0)   1.188 us    |      arch_counter_read();
 0)   3.596 us    |    }
 0)               |    really_probe() {
 0)               |      device_links_check_suppliers() {
 0)   1.174 us    |        mutex_lock();
 0)   1.198 us    |        mutex_unlock();
 0)   5.925 us    |      }
 0)               |      pinctrl_bind_pins() {
 0)               |        devm_kmalloc() {
 0)               |          __kmalloc_track_caller() {
 0)   1.205 us    |            kmalloc_slab();
 0)   1.252 us    |            should_failslab();
 0)   6.287 us    |          }
 0)               |          devres_add() {
 0)   1.218 us    |            _raw_spin_lock_irqsave();
 0)   1.198 us    |            add_dr();
 0)   1.168 us    |            _raw_spin_unlock_irqrestore();
 0)   8.217 us    |          }
 0) + 18.183 us   |        }
 0)               |        devm_pinctrl_get() {
 0)               |          devres_alloc_node() {
 0)               |            __kmalloc_track_caller() {
 0)   1.147 us    |              kmalloc_slab();
 0)   1.159 us    |              should_failslab();
 0)   6.140 us    |            }
 0)   8.710 us    |          }
 0)               |          pinctrl_get() {
 0)   1.218 us    |            mutex_lock();
 0)   1.353 us    |            mutex_unlock();
 0)               |            create_pinctrl() {
 0)   1.950 us    |              kmem_cache_alloc_trace();
 0)   8.330 us    |              pinctrl_dt_to_map();
 0)   1.640 us    |              kfree();
 0) + 17.203 us   |            }
 0) + 25.735 us   |          }
 0)               |          devres_free() {
 0)               |            kfree() {
 0)   1.288 us    |              ___cache_free();
 0)   3.603 us    |            }
 0)   5.860 us    |          }
 0) + 45.335 us   |        }
 0)               |        devm_kfree() {
 0)               |          devres_remove() {
 0)   1.187 us    |            _raw_spin_lock_irqsave();
 0)   1.192 us    |            devm_kmalloc_match();
 0)   1.196 us    |            _raw_spin_unlock_irqrestore();
 0)   8.627 us    |          }
 0)               |          devres_free() {
 0)               |            kfree() {
 0)   1.181 us    |              ___cache_free();
 0)   3.467 us    |            }
 0)   5.779 us    |          }
 0) + 17.993 us   |        }
 0) + 86.998 us   |      }
 0)               |      driver_sysfs_add() {
 0)               |        blocking_notifier_call_chain() {
 0)   1.333 us    |          down_read();
 0)               |          notifier_call_chain() {
 0)   1.403 us    |            i2cdev_notifier_call();
 0)   4.381 us    |          }
 0)   1.335 us    |          up_read();
 0) + 12.338 us   |        }
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.225 us    |            _raw_spin_lock();
 0)   1.305 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   7.123 us    |              kernfs_new_node();
 0)   1.237 us    |              kernfs_get();
 0)   5.538 us    |              kernfs_add_one();
 0) + 18.935 us   |            }
 0)   1.335 us    |            kernfs_put();
 0) + 28.830 us   |          }
 0) + 31.086 us   |        }
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.319 us    |            _raw_spin_lock();
 0)   1.220 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   4.432 us    |              kernfs_new_node();
 0)   1.215 us    |              kernfs_get();
 0)   5.872 us    |              kernfs_add_one();
 0) + 16.365 us   |            }
 0)   1.211 us    |            kernfs_put();
 0) + 27.175 us   |          }
 0) + 29.466 us   |        }
 0) + 77.878 us   |      }
 0)               |      i2c_device_probe() {
 0)               |        of_irq_get_byname() {
 0)               |          of_property_match_string() {
 0)               |            of_find_property() {
 0)   1.227 us    |              _raw_spin_lock_irqsave();
 0)   1.449 us    |              __of_find_property();
 0)   1.215 us    |              _raw_spin_unlock_irqrestore();
 0)   8.685 us    |            }
 0) + 11.177 us   |          }
 0) + 13.730 us   |        }
 0)               |        of_irq_get() {
 0)               |          of_irq_parse_one() {
 0)               |            of_get_property() {
 0)   2.583 us    |              of_find_property();
 0)   5.020 us    |            }
 0)               |            of_parse_phandle_with_args() {
 0)   4.598 us    |              __of_parse_phandle_with_args();
 0)   7.045 us    |            }
 0)               |            of_irq_find_parent.part.0() {
 0)   3.385 us    |              of_property_read_variable_u32_array();
 0)   2.110 us    |              of_get_parent();
 0)   3.455 us    |              of_get_property();
 0) + 14.560 us   |            }
 0)               |            of_property_read_variable_u32_array() {
 0)   2.938 us    |              of_find_property_value_of_size();
 0)   5.414 us    |            }
 0)               |            of_property_read_u32_index() {
 0)   2.545 us    |              of_find_property();
 0)   5.023 us    |            }
 0) + 45.204 us   |          }
 0) + 47.976 us   |        }
 0)               |        of_clk_set_defaults() {
 0)               |          of_count_phandle_with_args() {
 0)               |            of_phandle_iterator_init() {
 0)   2.457 us    |              of_find_property();
 0)   4.982 us    |            }
 0)   7.371 us    |          }
 0)               |          of_find_property() {
 0)   1.177 us    |            _raw_spin_lock_irqsave();
 0)   1.277 us    |            __of_find_property();
 0)   1.213 us    |            _raw_spin_unlock_irqrestore();
 0)   8.172 us    |          }
 0)   1.193 us    |          of_prop_next_u32();
 0) + 22.252 us   |        }
 0)   1.189 us    |        dev_pm_domain_attach();
 0)   1.425 us    |        i2c_match_id.part.0();
 0)               |        lm75_probe() {
 0)               |          of_device_get_match_data() {
 0)               |            of_match_node() {
 0)   1.303 us    |              _raw_spin_lock_irqsave();
 0) + 45.761 us   |              __of_match_node.part.0();
 0)   1.280 us    |              _raw_spin_unlock_irqrestore();
 0) + 52.949 us   |            }
 0) + 55.233 us   |          }
 0)   1.169 us    |          ast_i2c_functionality();
 0)               |          devm_kmalloc() {
 0)               |            __kmalloc_track_caller() {
 0)   1.177 us    |              kmalloc_slab();
 0)   1.158 us    |              should_failslab();
 0)   5.815 us    |            }
 0)               |            devres_add() {
 0)   1.173 us    |              _raw_spin_lock_irqsave();
 0)   1.206 us    |              add_dr();
 0)   1.187 us    |              _raw_spin_unlock_irqrestore();
 0)   8.102 us    |            }
 0) + 17.510 us   |          }
 0)               |          __devm_regmap_init_i2c() {
 0)               |            regmap_get_i2c_bus() {
 0)   1.155 us    |              ast_i2c_functionality();
 0)   3.965 us    |            }
 0)               |            __devm_regmap_init() {
 0)   2.650 us    |              devres_alloc_node();
 0) ! 318.517 us  |              __regmap_init();
 0)   2.805 us    |              devres_add();
 0) ! 330.195 us  |            }
 0) ! 337.984 us  |          }
 0)               |          i2c_smbus_read_byte_data() {
 0)               |            i2c_smbus_xfer() {
 0)   1.832 us    |              i2c_adapter_lock_bus();
 0) # 8495.373 us |              __i2c_smbus_xfer();
 0)   2.846 us    |              i2c_adapter_unlock_bus();
 0) # 8509.918 us |            }
 0) # 8512.854 us |          }
 0)               |          devm_add_action() {
 0)               |            devres_alloc_node() {
 0)   2.578 us    |              __kmalloc_track_caller();
 0)   5.130 us    |            }
 0)               |            devres_add() {
 0)   1.218 us    |              _raw_spin_lock_irqsave();
 0)   1.208 us    |              add_dr();
 0)   1.169 us    |              _raw_spin_unlock_irqrestore();
 0)   8.324 us    |            }
 0) + 17.062 us   |          }
 0)               |          devm_hwmon_device_register_with_info() {
 0)               |            devres_alloc_node() {
 0)   4.370 us    |              __kmalloc_track_caller();
 0)   6.763 us    |            }
 0)               |            hwmon_device_register_with_info() {
 0) ! 343.530 us  |              __hwmon_device_register();
 0) ! 349.533 us  |            }
 0)               |            devres_add() {
 0)   1.297 us    |              _raw_spin_lock_irqsave();
 0)   1.232 us    |              add_dr();
 0)   1.197 us    |              _raw_spin_unlock_irqrestore();
 0)   8.802 us    |            }
 0) ! 370.867 us  |          }
 0)               |          _dev_info() {
 0)               |            __dev_printk() {
 0) # 5057.128 us |              dev_printk_emit();
 0) # 5061.946 us |            }
 0) # 5064.912 us |          }
 0) * 14390.87 us |        }
 0) * 14488.77 us |      }
 0)               |      device_add_groups() {
 0)   1.191 us    |        sysfs_create_groups();
 0)   3.700 us    |      }
 0)   1.365 us    |      pinctrl_init_done();
 0)               |      driver_bound() {
 0)   1.237 us    |        _raw_spin_lock();
 0)               |        device_links_driver_bound() {
 0)   1.209 us    |          mutex_lock();
 0)   1.205 us    |          mutex_unlock();
 0)   6.863 us    |        }
 0)               |        device_pm_check_callbacks() {
 0)   1.225 us    |          _raw_spin_lock_irq();
 0)   1.190 us    |          pm_ops_is_empty();
 0)   1.180 us    |          pm_ops_is_empty();
 0)   1.368 us    |          pm_ops_is_empty();
 0) + 11.236 us   |        }
 0)               |        driver_deferred_probe_del() {
 0)   1.346 us    |          mutex_lock();
 0)   1.168 us    |          mutex_unlock();
 0)   6.041 us    |        }
 0)               |        blocking_notifier_call_chain() {
 0)   1.267 us    |          down_read();
 0)               |          notifier_call_chain() {
 0)   1.886 us    |            i2cdev_notifier_call();
 0)   4.660 us    |          }
 0)   1.253 us    |          up_read();
 0) + 12.190 us   |        }
 0)   1.196 us    |        dev_uevent_filter();
 0)   1.133 us    |        dev_uevent_name();
