# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)               |            __device_attach_driver() {
 0)   8.161 us    |              platform_match();
 0) + 10.617 us   |            }
 0)   1.197 us    |            _raw_spin_lock_irqsave();
 0)   1.186 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0) + 10.035 us   |              platform_match();
 0) + 12.363 us   |            }
 0)   1.207 us    |            _raw_spin_lock_irqsave();
 0)   1.187 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0) + 22.735 us   |              platform_match();
 0) + 25.220 us   |            }
 0)   1.207 us    |            _raw_spin_lock_irqsave();
 0)   1.298 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   1.838 us    |              platform_match();
 0)   4.468 us    |            }
 0)   1.221 us    |            _raw_spin_lock_irqsave();
 0)   1.240 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   7.845 us    |              platform_match();
 0) + 10.345 us   |            }
 0)   1.205 us    |            _raw_spin_lock_irqsave();
 0)   1.185 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   7.550 us    |              platform_match();
 0) + 10.031 us   |            }
 0)   1.206 us    |            _raw_spin_lock_irqsave();
 0)   1.180 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0) + 36.180 us   |              platform_match();
 0) + 38.612 us   |            }
 0)   1.335 us    |            _raw_spin_lock_irqsave();
 0)   1.345 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.655 us    |              platform_match();
 0)   8.265 us    |            }
 0)   1.228 us    |            _raw_spin_lock_irqsave();
 0)   1.250 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.625 us    |              platform_match();
 0)   8.107 us    |            }
 0)   1.205 us    |            _raw_spin_lock_irqsave();
 0)   1.188 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   7.993 us    |              platform_match();
 0) + 10.457 us   |            }
 0)   1.207 us    |            _raw_spin_lock_irqsave();
 0)   1.180 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.630 us    |              platform_match();
 0)   8.160 us    |            }
 0)   1.202 us    |            _raw_spin_lock_irqsave();
 0)   1.300 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   7.695 us    |              platform_match();
 0) + 10.235 us   |            }
 0)   1.257 us    |            _raw_spin_lock_irqsave();
 0)   1.252 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.957 us    |              platform_match();
 0)   8.427 us    |            }
 0)   1.205 us    |            _raw_spin_lock_irqsave();
 0)   1.173 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.654 us    |              platform_match();
 0)   8.107 us    |            }
 0)   1.205 us    |            _raw_spin_lock_irqsave();
 0)   1.173 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0) + 12.183 us   |              platform_match();
 0) + 14.705 us   |            }
 0)   1.207 us    |            _raw_spin_lock_irqsave();
 0)   1.305 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   7.916 us    |              platform_match();
 0) + 10.435 us   |            }
 0)   1.229 us    |            _raw_spin_lock_irqsave();
 0)   1.234 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   9.525 us    |              platform_match();
 0) + 12.018 us   |            }
 0)   1.225 us    |            _raw_spin_lock_irqsave();
 0)   1.202 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.801 us    |              platform_match();
 0)   8.249 us    |            }
 0)   1.205 us    |            _raw_spin_lock_irqsave();
 0)   1.175 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   9.465 us    |              platform_match();
 0) + 11.940 us   |            }
 0)   1.206 us    |            _raw_spin_lock_irqsave();
 0)   1.186 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   6.013 us    |              platform_match();
 0)   8.510 us    |            }
 0)   1.190 us    |            _raw_spin_lock_irqsave();
 0)   1.320 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   6.107 us    |              platform_match();
 0)   8.630 us    |            }
 0)   1.223 us    |            _raw_spin_lock_irqsave();
 0)   1.211 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0) + 10.185 us   |              platform_match();
 0) + 12.657 us   |            }
 0)   1.218 us    |            _raw_spin_lock_irqsave();
 0)   1.187 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.715 us    |              platform_match();
 0)   8.160 us    |            }
 0)   1.205 us    |            _raw_spin_lock_irqsave();
 0)   1.195 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   7.890 us    |              platform_match();
 0) + 10.425 us   |            }
 0)   1.233 us    |            _raw_spin_lock_irqsave();
 0)   1.306 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.561 us    |              platform_match();
 0)   8.280 us    |            }
 0)   1.228 us    |            _raw_spin_lock_irqsave();
 0)   1.225 us    |            _raw_spin_unlock_irqrestore();
 0)               |            __device_attach_driver() {
 0)   5.445 us    |              platform_match();
 0)   1.773 us    |              driver_allows_async_probing();
 0) # 2282.638 us |              driver_probe_device();
 0) # 2301.860 us |            }
 0)   1.730 us    |            _raw_spin_lock_irqsave();
 0)   1.340 us    |            _raw_spin_unlock_irqrestore();
 0)   1.200 us    |            _raw_spin_lock();
 0) # 3256.888 us |          }
 0)               |          __pm_runtime_idle() {
 0)   1.211 us    |            _raw_spin_lock_irqsave();
 0)               |            rpm_idle() {
 0)   1.337 us    |              rpm_check_suspend_allowed();
 0)   3.680 us    |            }
 0)   1.307 us    |            _raw_spin_unlock_irqrestore();
 0) + 10.783 us   |          }
 0)               |          __pm_runtime_idle() {
 0)   1.185 us    |            _raw_spin_lock_irqsave();
 0)               |            rpm_idle() {
 0)   1.168 us    |              rpm_check_suspend_allowed();
 0)   3.551 us    |            }
 0)   1.179 us    |            _raw_spin_unlock_irqrestore();
 0) + 10.547 us   |          }
 0)   1.195 us    |          mutex_unlock();
 0) # 3300.823 us |        }
 0) # 3303.198 us |      }
 0)   1.185 us    |      mutex_lock();
 0)   1.178 us    |      mutex_unlock();
 0) # 3310.997 us |    }
 0)   1.183 us    |    mutex_lock();
 0)   1.290 us    |    put_device();
 0)   1.207 us    |    mutex_unlock();
 0) # 3369.949 us |  }
 0)               |  deferred_probe_work_func() {
 0)   1.250 us    |    mutex_lock();
 0)   1.202 us    |    mutex_unlock();
 0)   7.735 us    |  }
 ------------------------------------------
 0)   kworker-81   =>   swapper-1   
 ------------------------------------------

 0)   2.378 us    |              finish_task_switch();
 0) # 3507.618 us |            } /* schedule */
 0) # 3510.725 us |          } /* schedule_timeout */
 0)   1.228 us    |          _raw_spin_lock_irq();
 0) # 3520.131 us |        } /* wait_for_completion */
 0) # 3547.615 us |      } /* __flush_work */
 0) # 3553.553 us |    } /* flush_work */
 0)               |    driver_deferred_probe_trigger.part.0() {
 0)   1.201 us    |      mutex_lock();
 0)   1.199 us    |      mutex_unlock();
 0)               |      queue_work_on() {
 0)               |        __queue_work() {
 0)   1.468 us    |          get_work_pool();
 0)   1.192 us    |          _raw_spin_lock();
 0)               |          insert_work() {
 0)   1.180 us    |            get_pwq();
 0)               |            wake_up_process() {
 0) + 12.366 us   |              try_to_wake_up();
 0) + 14.861 us   |            }
 0) + 19.605 us   |          }
 0) + 27.710 us   |        }
 0) + 30.092 us   |      }
 0) + 37.312 us   |    }
 0)               |    flush_work() {
 0)               |      __flush_work() {
 0)   1.179 us    |        get_work_pool();
 0)   1.201 us    |        _raw_spin_lock_irq();
 0)   1.335 us    |        check_flush_dependency();
 0)   1.159 us    |        __init_waitqueue_head();
 0)               |        insert_work() {
 0)   1.175 us    |          get_pwq();
 0)               |          wake_up_process() {
 0)               |            try_to_wake_up() {
 0)   1.329 us    |              _raw_spin_lock_irqsave();
 0)   1.202 us    |              _raw_spin_unlock_irqrestore();
 0)   5.927 us    |            }
 0)   8.190 us    |          }
 0) + 12.807 us   |        }
 0)               |        wait_for_completion() {
 0)   1.165 us    |          _raw_spin_lock_irq();
 0)               |          schedule_timeout() {
 0)               |            schedule() {
 0)   1.631 us    |              rcu_note_context_switch();
 0)   1.208 us    |              _raw_spin_lock();
 0)   4.055 us    |              deactivate_task();
 0)   3.927 us    |              pick_next_task_fair();
 0)   2.246 us    |              atomic_notifier_call_chain();
 ------------------------------------------
 0)   swapper-1    =>   kworker-81  
 ------------------------------------------

 0)               |  deferred_probe_work_func() {
 0)   1.290 us    |    mutex_lock();
 0)   1.200 us    |    mutex_unlock();
 0)   6.323 us    |  }
 ------------------------------------------
 0)   kworker-81   =>   swapper-1   
 ------------------------------------------

 0)   2.138 us    |              finish_task_switch();
 0) + 72.458 us   |            }
 0) + 75.182 us   |          }
 0)   1.258 us    |          _raw_spin_lock_irq();
 0) + 82.827 us   |        }
 0) ! 109.221 us  |      }
 0) ! 111.838 us  |    } /* flush_work */
 0) # 3902.008 us |  } /* deferred_probe_initcall */
 0)   7.975 us    |  bus_probe_device();
 ------------------------------------------
 0)   swapper-1    =>   kworker-81  
 ------------------------------------------

 0)               |  scsi_probe_and_add_lun() {
 0)   2.462 us    |    scsi_is_host_device();
 0)               |    scsi_device_lookup_by_target() {
 0)   1.165 us    |      scsi_is_host_device();
 0)   1.203 us    |      _raw_spin_lock_irqsave();
 0)   1.194 us    |      _raw_spin_unlock_irqrestore();
 0)   8.760 us    |    }
 0)               |    scsi_alloc_sdev() {
 0)   1.172 us    |      scsi_is_host_device();
 0)               |      __kmalloc() {
 0)   1.180 us    |        kmalloc_slab();
 0)   1.154 us    |        should_failslab();
 0)               |        cache_alloc_refill() {
 0)               |          __alloc_pages_nodemask() {
 0)   1.290 us    |            should_fail_alloc_page.constprop.0();
 0)   3.481 us    |            get_page_from_freelist();
 0)   9.068 us    |          }
 0)               |          mod_node_page_state() {
 0)   1.312 us    |            __mod_node_page_state();
 0)   3.845 us    |          }
 0)   1.330 us    |          page_address();
 0)               |          get_random_u32() {
 0)   1.331 us    |            _warn_unseeded_randomness();
 0)   1.329 us    |            _raw_spin_lock_irqsave();
 0)   1.191 us    |            _raw_spin_unlock_irqrestore();
 0)   8.692 us    |          }
 0)   1.232 us    |          _raw_spin_lock();
 0) + 34.308 us   |        }
 0) + 42.825 us   |      }
 0)   1.458 us    |      __mutex_init();
 0)   1.280 us    |      __mutex_init();
 0)   1.349 us    |      get_device();
 0)               |      scsi_mq_alloc_queue() {
 0)               |        blk_mq_init_queue() {
 0)               |          blk_alloc_queue_node() {
 0)               |            kmem_cache_alloc() {
 0)   1.154 us    |              should_failslab();
 0)   4.809 us    |            }
 0)   5.044 us    |            _raw_spin_lock_irqsave();
 0)   1.229 us    |            _raw_spin_unlock_irqrestore();
 0)   1.198 us    |            kfree();
 0)               |            bioset_init() {
 0)   1.360 us    |              mutex_lock();
 0)   1.185 us    |              mutex_unlock();
 0)   6.905 us    |              mempool_init();
 0) + 16.673 us   |              mempool_init();
 0) + 33.590 us   |            }
 0)               |            bdi_alloc_node() {
 0)   2.327 us    |              kmem_cache_alloc_trace();
 0)   1.390 us    |              __init_waitqueue_head();
 0) + 52.840 us   |              cgwb_bdi_init();
 0) + 62.435 us   |            }
 0)               |            blk_alloc_queue_stats() {
 0)   1.716 us    |              kmem_cache_alloc_trace();
 0)   4.400 us    |            }
 0)   1.170 us    |            init_timer_key();
 0)   1.155 us    |            init_timer_key();
 0)   1.132 us    |            __mutex_init();
 0)   1.160 us    |            __mutex_init();
 0)   1.126 us    |            __init_waitqueue_head();
 0)   1.275 us    |            __mutex_init();
 0)               |            __alloc_percpu_gfp() {
 0)   8.262 us    |              pcpu_alloc();
 0) + 10.695 us   |            }
 0) ! 154.435 us  |          }
 0)               |          blk_mq_init_allocated_queue() {
 0)               |            blk_stat_alloc_callback() {
 0)   1.789 us    |              kmem_cache_alloc_trace();
 0)   2.192 us    |              __kmalloc();
 0) + 14.737 us   |              __alloc_percpu();
 0)   1.296 us    |              init_timer_key();
 0) + 26.450 us   |            }
 0)               |            kmem_cache_alloc_trace() {
 0)   1.187 us    |              should_failslab();
 0)   3.605 us    |            }
 0)               |            __alloc_percpu() {
 0) + 10.928 us   |              pcpu_alloc();
 0) + 13.415 us   |            }
 0)   2.840 us    |            blk_mq_sysfs_init();
 0)               |            __kmalloc() {
 0)   1.232 us    |              kmalloc_slab();
 0)   1.335 us    |              should_failslab();
 0)   6.868 us    |            }
 0)               |            blk_mq_realloc_hw_ctxs() {
 0)   1.388 us    |              mutex_lock();
 0)   1.695 us    |              blk_mq_hw_queue_to_node();
 0)   1.418 us    |              _raw_spin_lock();
 0)   3.134 us    |              __kmalloc();
 0)   1.311 us    |              init_timer_key();
 0)   2.075 us    |              __kmalloc();
 0)   2.727 us    |              __kmalloc();
 0)   4.097 us    |              blk_alloc_flush_queue();
 0)   1.265 us    |              blk_mq_hctx_kobj_init();
 0)   3.587 us    |              __cpuhp_state_add_instance();
 0)   3.483 us    |              scsi_mq_init_request();
 0)   1.580 us    |              mutex_unlock();
 0) + 48.758 us   |            }
 0)   1.372 us    |            blk_queue_rq_timeout();
 0)   1.518 us    |            init_timer_key();
 0)   2.063 us    |            blk_queue_make_request();
 0)   1.185 us    |            mutex_lock();
 0)   1.209 us    |            mutex_unlock();
 0)               |            blk_mq_map_swqueue() {
 0)   1.425 us    |              _raw_spin_lock_irqsave();
 0)   1.195 us    |              _raw_spin_unlock_irqrestore();
 0) + 10.143 us   |            }
 0) ! 139.587 us  |          }
 0) ! 298.350 us  |        }
 0)               |        __scsi_init_queue() {
 0)   1.175 us    |          blk_queue_max_segments();
 0)   1.468 us    |          dma_max_mapping_size();
 0)   1.313 us    |          blk_queue_max_hw_sectors();
 0)   1.308 us    |          blk_queue_segment_boundary();
 0)   1.273 us    |          blk_queue_max_segment_size();
 0)   1.136 us    |          blk_queue_virt_boundary();
 0)   1.200 us    |          blk_queue_dma_alignment();
 0) + 19.685 us   |        }
 0)   1.181 us    |        blk_queue_flag_set();
 0) ! 324.505 us  |      }
 0)   2.537 us    |      blk_get_queue();
 0)               |      scsi_change_queue_depth() {
 0)   1.260 us    |        blk_set_queue_depth();
 0)   4.000 us    |      }
 0)               |      scsi_sysfs_device_initialize() {
 0)               |        device_initialize() {
 0)   1.145 us    |          __mutex_init();
 0)               |          device_pm_sleep_init() {
 0)   1.300 us    |            __init_waitqueue_head();
 0)               |            complete_all() {
 0)   1.216 us    |              _raw_spin_lock_irqsave();
 0)   1.740 us    |              __wake_up_locked();
 0)   1.313 us    |              _raw_spin_unlock_irqrestore();
 0)   8.807 us    |            }
 0) + 13.493 us   |          }
 0)               |          pm_runtime_init() {
 0)               |            hrtimer_init() {
 0)   1.280 us    |              __hrtimer_init();
 0)   3.594 us    |            }
 0)   1.125 us    |            __init_waitqueue_head();
 0)   8.376 us    |          }
 0) + 28.296 us   |        }
 0)               |        dev_set_name() {
 0)               |          __kmalloc_track_caller() {
 0)   1.357 us    |            kmalloc_slab();
 0)   1.145 us    |            should_failslab();
 0)   6.518 us    |          }
 0)               |          kfree_const() {
 0)   1.309 us    |            kfree();
 0)   3.827 us    |          }
 0) + 20.481 us   |        }
 0)               |        device_initialize() {
 0)   1.144 us    |          __mutex_init();
 0)               |          device_pm_sleep_init() {
 0)   1.193 us    |            __init_waitqueue_head();
 0)               |            complete_all() {
 0)   1.318 us    |              _raw_spin_lock_irqsave();
 0)   1.570 us    |              __wake_up_locked();
 0)   1.199 us    |              _raw_spin_unlock_irqrestore();
 0)   8.526 us    |            }
 0) + 13.135 us   |          }
 0)               |          pm_runtime_init() {
 0)               |            hrtimer_init() {
 0)   1.239 us    |              __hrtimer_init();
 0)   3.655 us    |            }
 0)   1.130 us    |            __init_waitqueue_head();
 0)   8.246 us    |          }
 0) + 27.151 us   |        }
 0)   1.197 us    |        get_device();
 0)               |        dev_set_name() {
 0)               |          __kmalloc_track_caller() {
 0)   1.328 us    |            kmalloc_slab();
 0)   1.158 us    |            should_failslab();
 0)   6.292 us    |          }
 0)               |          kfree_const() {
 0)   1.200 us    |            kfree();
 0)   3.553 us    |          }
 0) + 16.149 us   |        }
 0)               |        transport_setup_device() {
 0)               |          attribute_container_add_device() {
 0)   1.210 us    |            mutex_lock();
 0)   1.200 us    |            mutex_unlock();
 0)   5.860 us    |          }
 0)   8.273 us    |        }
 0)   1.263 us    |        _raw_spin_lock_irqsave();
 0)   1.202 us    |        _raw_spin_unlock_irqrestore();
 0) ! 115.315 us  |      }
 0)               |      slave_alloc() {
 0)   1.266 us    |        blk_queue_update_dma_alignment();
 0)   3.919 us    |      }
 0) ! 514.494 us  |    }
 0)               |    kmem_cache_alloc_trace() {
 0)   1.158 us    |      should_failslab();
 0)   3.844 us    |    }
 0)               |    __scsi_execute() {
 0)               |      blk_get_request() {
 0)               |        blk_mq_alloc_request() {
 0)   1.868 us    |          blk_queue_enter();
 0)               |          blk_mq_get_request() {
 0)               |            blk_mq_get_tag() {
 0)   3.375 us    |              __blk_mq_get_tag();
 0)   7.080 us    |            }
 0)               |            ktime_get() {
 0)   1.341 us    |              arch_counter_read();
 0)   3.893 us    |            }
 0) + 17.202 us   |          }
 0)   1.463 us    |          blk_queue_exit();
 0) + 26.992 us   |        }
 0)               |        scsi_initialize_rq() {
 0)   1.350 us    |          scsi_req_init();
 0)   3.833 us    |        }
 0) + 34.945 us   |      }
 0)               |      blk_rq_map_kern() {
 0)               |        bio_copy_kern() {
 0)               |          bio_alloc_bioset() {
 0)               |            __kmalloc() {
 0)   1.180 us    |              kmalloc_slab();
 0)   1.167 us    |              should_failslab();
 0)   6.081 us    |            }
 0)   1.673 us    |            bio_init();
 0) + 12.797 us   |          }
 0)               |          __alloc_pages_nodemask() {
 0)   1.154 us    |            should_fail_alloc_page.constprop.0();
 0)   1.740 us    |            get_page_from_freelist();
 0)   6.479 us    |          }
 0)   1.583 us    |          __bio_add_pc_page.constprop.0();
 0) + 29.206 us   |        }
 0)               |        blk_rq_append_bio() {
 0)   1.973 us    |          blk_queue_bounce();
 0)   5.373 us    |        }
 0) + 39.120 us   |      }
 0)               |      blk_execute_rq() {
 0)               |        blk_execute_rq_nowait() {
 0)               |          blk_mq_sched_insert_request() {
 0)               |            blk_mq_request_bypass_insert() {
 0)   1.258 us    |              _raw_spin_lock();
 0)   4.388 us    |            }
 0)               |            blk_mq_run_hw_queue() {
 0) + 50.415 us   |              __blk_mq_delay_run_hw_queue();
 0) + 54.198 us   |            }
 0) + 63.120 us   |          }
 0) + 65.913 us   |        }
 0)               |        wait_for_completion_io_timeout() {
 0)   1.245 us    |          _raw_spin_lock_irq();
 0)               |          io_schedule_timeout() {
 0)   1.498 us    |            io_schedule_prepare();
 0)               |            schedule_timeout() {
 0)   1.663 us    |              lock_timer_base();
 0)   1.163 us    |              detach_if_pending();
 0)   1.159 us    |              get_nohz_timer_target();
 0)   2.113 us    |              __internal_add_timer();
 0)   1.168 us    |              trigger_dyntick_cpu();
 0)   1.160 us    |              _raw_spin_unlock_irqrestore();
 0) # 1189.047 us |              schedule();
 0)   5.493 us    |              del_timer_sync();
 0) # 1218.744 us |            }
 0) # 1224.028 us |          }
 0)   1.250 us    |          _raw_spin_lock_irq();
 0) # 1233.036 us |        }
 0) # 1303.670 us |      }
 0)   1.561 us    |      scsi_normalize_sense();
 0)               |      blk_put_request() {
 0)               |        blk_mq_free_request() {
 0)               |          __blk_mq_free_request() {
 0)   2.520 us    |            blk_mq_put_tag();
 0)               |            blk_mq_sched_restart() {
 0)   1.420 us    |              blk_mq_run_hw_queue();
 0)   3.750 us    |            }
 0)   1.225 us    |            blk_queue_exit();
 0) + 12.886 us   |          }
 0) + 16.181 us   |        }
 0) + 18.656 us   |      }
 0) # 1406.853 us |    }
 0)               |    scsi_get_device_flags() {
 0)               |      scsi_get_device_flags_keyed() {
 0) + 37.119 us   |        scsi_dev_info_list_find();
 0) + 40.527 us   |      }
 0) + 43.155 us   |    }
 0)               |    __kmalloc_track_caller() {
 0)   1.217 us    |      kmalloc_slab();
 0)   1.168 us    |      should_failslab();
 0)   6.105 us    |    }
 0)   1.483 us    |    scsi_device_type();
 0)               |    sdev_prefix_printk() {
 0)               |      kmem_cache_alloc_trace() {
 0)   1.137 us    |        should_failslab();
 0)   3.612 us    |      }
 0)               |      dev_printk() {
 0)               |        __dev_printk() {
 0)               |          dev_printk_emit() {
 0)               |            dev_vprintk_emit() {
 0) # 9178.135 us |              vprintk_emit();
 0) # 9186.603 us |            }
 0) # 9189.279 us |          }
 0) # 9192.228 us |        }
 0) # 9195.629 us |      }
 0)               |      kfree() {
 0)   1.585 us    |        ___cache_free();
 0)   4.100 us    |      }
 0) # 9218.338 us |    }
 0)   1.238 us    |    mutex_lock();
 0)   1.708 us    |    scsi_device_set_state();
 0)   1.310 us    |    mutex_unlock();
 0)               |    transport_configure_device() {
 0)               |      attribute_container_device_trigger() {
 0)   1.213 us    |        mutex_lock();
 0)   1.203 us    |        mutex_unlock();
 0)   6.314 us    |      }
 0)   8.754 us    |    }
 0)               |    slave_configure() {
 0)   1.341 us    |      dma_max_mapping_size();
 0)   1.856 us    |      blk_queue_max_hw_sectors();
 0)   8.840 us    |    }
 0)   1.480 us    |    scsi_attach_vpd();
 0)               |    scsi_sysfs_add_sdev() {
 0)               |      device_add() {
 0)               |        kmem_cache_alloc_trace() {
 0)   1.177 us    |          should_failslab();
 0)   4.441 us    |        }
 0)   1.707 us    |        get_device_parent();
 0)   1.577 us    |        _raw_spin_lock();
 0)               |        sysfs_create_dir_ns() {
 0)   1.472 us    |          device_get_ownership();
 0)               |          kernfs_create_dir_ns() {
 0)               |            kernfs_new_node() {
 0) + 27.312 us   |              __kernfs_new_node.constprop.0();
 0)   1.229 us    |              kernfs_get();
 0) + 33.215 us   |            }
 0)               |            kernfs_add_one() {
 0)   1.358 us    |              mutex_lock();
 0)   1.602 us    |              kernfs_name_hash();
 0)   1.918 us    |              kernfs_link_sibling();
 0)   1.180 us    |              mutex_unlock();
 0)   3.878 us    |              kernfs_activate();
 0) + 18.490 us   |            }
 0) + 55.542 us   |          }
 0) + 61.818 us   |        }
 0)   1.306 us    |        sysfs_create_groups();
 0)   1.221 us    |        kernfs_get();
 0)               |        device_platform_notify() {
 0)               |          software_node_notify() {
 0)   1.157 us    |            dev_fwnode();
 0)   4.093 us    |          }
 0)   7.160 us    |        }
 0)               |        device_create_file() {
 0)               |          sysfs_create_file_ns() {
 0)   1.358 us    |            device_get_ownership();
 0)               |            sysfs_add_file_mode_ns() {
 0) + 11.345 us   |              __kernfs_create_file();
 0) + 14.976 us   |            }
 0) + 20.872 us   |          }
 0) + 23.618 us   |        }
 0)   1.175 us    |        sysfs_create_groups();
 0)   1.163 us    |        sysfs_create_groups();
 0)               |        bus_add_device() {
 0)               |          device_add_groups() {
 0)   1.235 us    |            sysfs_create_groups();
 0)   3.486 us    |          }
 0)               |          sysfs_create_link() {
 0)               |            sysfs_do_create_link_sd() {
 0)   1.477 us    |              _raw_spin_lock();
 0)   1.218 us    |              kernfs_get();
 0) + 12.047 us   |              kernfs_create_link();
 0)   1.572 us    |              kernfs_put();
 0) + 22.873 us   |            }
 0) + 25.420 us   |          }
 0)               |          sysfs_create_link() {
 0)               |            sysfs_do_create_link_sd() {
 0)   1.190 us    |              _raw_spin_lock();
 0)   1.337 us    |              kernfs_get();
 0)   9.408 us    |              kernfs_create_link();
 0)   1.357 us    |              kernfs_put();
 0) + 19.195 us   |            }
 0) + 21.528 us   |          }
 0)               |          klist_devices_get() {
 0)   1.513 us    |            get_device();
 0)   3.801 us    |          }
 0)   1.186 us    |          _raw_spin_lock();
 0) + 65.167 us   |        }
 0)               |        dpm_sysfs_add() {
 0)               |          sysfs_create_group() {
 0)               |            internal_create_group() {
 0)   1.295 us    |              device_get_ownership();
 0)   9.052 us    |              kernfs_create_dir_ns();
 0)   1.257 us    |              kernfs_get();
 0)   1.263 us    |              kernfs_put();
 0) + 20.827 us   |            }
 0) + 23.307 us   |          }
 0)               |          sysfs_merge_group() {
 0)               |            kernfs_find_and_get_ns() {
 0)   1.170 us    |              mutex_lock();
 0)   2.223 us    |              kernfs_find_ns();
 0)   1.191 us    |              kernfs_get();
 0)   1.195 us    |              mutex_unlock();
 0) + 11.778 us   |            }
 0)   1.327 us    |            device_get_ownership();
 0)               |            sysfs_add_file_mode_ns() {
 0)   9.163 us    |              __kernfs_create_file();
 0) + 11.747 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0) + 11.316 us   |              __kernfs_create_file();
 0) + 13.954 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0) + 23.639 us   |              __kernfs_create_file();
 0) + 26.318 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0)   9.195 us    |              __kernfs_create_file();
 0) + 11.817 us   |            }
 0)               |            sysfs_add_file_mode_ns() {
 0)   9.295 us    |              __kernfs_create_file();
 0) + 11.805 us   |            }
 0)   1.343 us    |            kernfs_put();
 0) ! 103.681 us  |          }
 0)   1.182 us    |          pm_wakeup_source_sysfs_add();
 0) ! 133.773 us  |        }
 0)               |        device_pm_add() {
 0)               |          device_pm_check_callbacks() {
 0)   1.238 us    |            _raw_spin_lock_irq();
 0)   1.344 us    |            pm_ops_is_empty();
 0)   6.847 us    |          }
 0)   1.292 us    |          mutex_lock();
 0)   1.218 us    |          mutex_unlock();
 0) + 14.890 us   |        }
 0)   1.280 us    |        blocking_notifier_call_chain();
 0)   1.331 us    |        dev_uevent_filter();
 0)   1.277 us    |        dev_uevent_name();
 0)               |        kmem_cache_alloc_trace() {
 0)   1.219 us    |          should_failslab();
 0)   5.308 us    |        }
 0)               |        __kmalloc() {
 0)   1.255 us    |          kmalloc_slab();
 0)   1.365 us    |          should_failslab();
 0)   6.883 us    |        }
 0)               |        dev_uevent() {
 0)   1.754 us    |          of_device_uevent();
 0)   1.392 us    |          scsi_bus_uevent();
 0)   9.348 us    |        }
 0)   1.413 us    |        mutex_lock();
 0)   2.410 us    |        netlink_has_listeners();
 0)   1.340 us    |        consume_skb();
 0)   1.243 us    |        mutex_unlock();
 0)               |        kfree() {
 0)   1.686 us    |          ___cache_free();
 0)   4.139 us    |        }
 0)               |        kfree() {
 0)   1.259 us    |          ___cache_free();
 0)   4.050 us    |        }
 0)               |        bus_probe_device() {
 0)               |          device_initial_probe() {
 0)               |            __device_attach() {
 0)   1.260 us    |              mutex_lock();
 0)   4.613 us    |              __pm_runtime_resume();
 0)   7.851 us    |              bus_for_each_drv();
 0)   4.900 us    |              __pm_runtime_idle();
 0)   1.473 us    |              __pm_runtime_idle();
 0)   1.357 us    |              mutex_unlock();
 0) + 31.438 us   |            }
 0) + 34.485 us   |          }
 0)   1.375 us    |          mutex_lock();
 0)   1.351 us    |          mutex_unlock();
 0) + 42.810 us   |        }
 0)   1.330 us    |        klist_children_get();
 0)   1.290 us    |        _raw_spin_lock();
 0) ! 471.305 us  |      }
 0)               |      transport_add_device() {
 0)               |        attribute_container_device_trigger() {
 0)   1.433 us    |          mutex_lock();
 0)   1.250 us    |          mutex_unlock();
 0)   6.683 us    |        }
 0)   9.342 us    |      }
 0)               |      __pm_runtime_set_status() {
 0)   1.378 us    |        _raw_spin_lock_irq();
 0)               |        device_links_read_lock() {
