# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 1)               |          of_property_read_variable_u8_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.575 us    |              of_find_property();
 1)   4.872 us    |            }
 1)   7.300 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.670 us    |              of_find_property();
 1)   4.941 us    |            }
 1)   7.300 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.636 us    |              of_find_property();
 1)   4.959 us    |            }
 1)   7.316 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.636 us    |              of_find_property();
 1)   4.973 us    |            }
 1)   7.308 us    |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.211 us    |              _raw_spin_lock_irqsave();
 1)   3.517 us    |            }
 1)               |            _regmap_write() {
 1)   1.188 us    |              regmap_writeable();
 1)   1.271 us    |              regmap_aspeed_pwm_tachometer_reg_write();
 1)   5.910 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.174 us    |              _raw_spin_unlock_irqrestore();
 1)   3.427 us    |            }
 1) + 17.343 us   |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1)   5.285 us    |              vprintk_default();
 1)   8.028 us    |            }
 1) + 11.588 us   |          }
 1)               |          of_get_next_child() {
 1)   1.235 us    |            _raw_spin_lock_irqsave();
 1)   1.195 us    |            _raw_spin_unlock_irqrestore();
 1)   5.926 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.414 us    |              of_find_property();
 1)   4.705 us    |            }
 1)   7.130 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.500 us    |              of_find_property();
 1)   4.865 us    |            }
 1)   7.180 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   3.193 us    |              of_find_property();
 1)   5.539 us    |            }
 1)   7.853 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.645 us    |              of_find_property();
 1)   5.234 us    |            }
 1)   7.498 us    |          }
 1)               |          of_find_property() {
 1)   1.210 us    |            _raw_spin_lock_irqsave();
 1)   1.492 us    |            __of_find_property();
 1)   1.195 us    |            _raw_spin_unlock_irqrestore();
 1)   8.495 us    |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1) + 15.412 us   |              vprintk_default();
 1) + 17.974 us   |            }
 1) + 20.413 us   |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1) + 14.347 us   |              vprintk_default();
 1) + 17.225 us   |            }
 1) + 19.788 us   |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.210 us    |              _raw_spin_lock_irqsave();
 1)   3.489 us    |            }
 1)               |            _regmap_write() {
 1)   1.180 us    |              regmap_writeable();
 1)   1.153 us    |              regmap_aspeed_pwm_tachometer_reg_write();
 1)   5.800 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.190 us    |              _raw_spin_unlock_irqrestore();
 1)   3.463 us    |            }
 1) + 17.238 us   |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.280 us    |              _raw_spin_lock_irqsave();
 1)   3.533 us    |            }
 1)               |            _regmap_write() {
 1)   1.169 us    |              regmap_writeable();
 1)   1.191 us    |              regmap_aspeed_pwm_tachometer_reg_write();
 1)   5.757 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.172 us    |              _raw_spin_unlock_irqrestore();
 1)   3.553 us    |            }
 1) + 17.307 us   |          }
 1)               |          regmap_update_bits_base() {
 1)               |            regmap_lock_spinlock() {
 1)   1.187 us    |              _raw_spin_lock_irqsave();
 1)   3.489 us    |            }
 1)               |            _regmap_update_bits() {
 1)   1.796 us    |              regmap_volatile();
 1)   2.387 us    |              _regmap_read();
 1)   2.040 us    |              _regmap_write();
 1) + 10.990 us   |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.185 us    |              _raw_spin_unlock_irqrestore();
 1)   3.508 us    |            }
 1) + 22.480 us   |          }
 1)               |          of_property_count_elems_of_size() {
 1)               |            of_find_property() {
 1)   1.167 us    |              _raw_spin_lock_irqsave();
 1)   1.363 us    |              __of_find_property();
 1)   1.197 us    |              _raw_spin_unlock_irqrestore();
 1)   8.180 us    |            }
 1) + 10.534 us   |          }
 1)               |          of_property_count_elems_of_size() {
 1)               |            of_find_property() {
 1)   1.197 us    |              _raw_spin_lock_irqsave();
 1)   1.416 us    |              __of_find_property();
 1)   1.174 us    |              _raw_spin_unlock_irqrestore();
 1)   8.250 us    |            }
 1) + 10.687 us   |          }
 1)               |          devm_kmalloc() {
 1)               |            __kmalloc_track_caller() {
 1)   1.167 us    |              kmalloc_slab();
 1)   1.163 us    |              should_failslab();
 1)   6.113 us    |            }
 1)               |            devres_add() {
 1)   1.185 us    |              _raw_spin_lock_irqsave();
 1)   1.207 us    |              add_dr();
 1)   1.290 us    |              _raw_spin_unlock_irqrestore();
 1)   8.332 us    |            }
 1) + 18.918 us   |          }
 1)               |          of_property_read_variable_u8_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.566 us    |              of_find_property();
 1)   4.898 us    |            }
 1)   7.410 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.618 us    |              of_find_property();
 1)   4.933 us    |            }
 1)   7.283 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.653 us    |              of_find_property();
 1)   5.044 us    |            }
 1)   7.425 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.660 us    |              of_find_property();
 1)   5.003 us    |            }
 1)   7.333 us    |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.173 us    |              _raw_spin_lock_irqsave();
 1)   3.597 us    |            }
 1)               |            _regmap_write() {
 1)   1.151 us    |              regmap_writeable();
 1)   1.157 us    |              regmap_aspeed_pwm_tachometer_reg_write();
 1)   5.805 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.330 us    |              _raw_spin_unlock_irqrestore();
 1)   3.592 us    |            }
 1) + 17.428 us   |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1)   5.405 us    |              vprintk_default();
 1)   7.789 us    |            }
 1) + 10.305 us   |          }
 1)               |          of_get_next_child() {
 1)   1.185 us    |            _raw_spin_lock_irqsave();
 1)   1.191 us    |            _raw_spin_unlock_irqrestore();
 1)   5.990 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.647 us    |              of_find_property();
 1)   4.974 us    |            }
 1)   7.305 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.585 us    |              of_find_property();
 1)   4.917 us    |            }
 1)   7.329 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   3.011 us    |              of_find_property();
 1)   5.352 us    |            }
 1)   7.788 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.647 us    |              of_find_property();
 1)   4.965 us    |            }
 1)   7.272 us    |          }
 1)               |          of_find_property() {
 1)   1.169 us    |            _raw_spin_lock_irqsave();
 1)   1.461 us    |            __of_find_property();
 1)   1.195 us    |            _raw_spin_unlock_irqrestore();
 1)   8.367 us    |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1) + 15.265 us   |              vprintk_default();
 1) + 17.780 us   |            }
 1) + 20.253 us   |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1) + 14.412 us   |              vprintk_default();
 1) + 16.979 us   |            }
 1) + 19.373 us   |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.185 us    |              _raw_spin_lock_irqsave();
 1)   3.537 us    |            }
 1)               |            _regmap_write() {
 1)   1.182 us    |              regmap_writeable();
 1)   1.193 us    |              regmap_aspeed_pwm_tachometer_reg_write();
 1)   5.840 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.225 us    |              _raw_spin_unlock_irqrestore();
 1)   3.487 us    |            }
 1) + 17.587 us   |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.170 us    |              _raw_spin_lock_irqsave();
 1)   3.424 us    |            }
 1)               |            _regmap_write() {
 1)   1.154 us    |              regmap_writeable();
 1)   1.163 us    |              regmap_aspeed_pwm_tachometer_reg_write();
 1)   5.782 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.171 us    |              _raw_spin_unlock_irqrestore();
 1)   3.483 us    |            }
 1) + 17.168 us   |          }
 1)               |          regmap_update_bits_base() {
 1)               |            regmap_lock_spinlock() {
 1)   1.177 us    |              _raw_spin_lock_irqsave();
 1)   3.490 us    |            }
 1)               |            _regmap_update_bits() {
 1)   3.005 us    |              regmap_volatile();
 1)   2.385 us    |              _regmap_read();
 1)   1.998 us    |              _regmap_write();
 1) + 12.116 us   |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.193 us    |              _raw_spin_unlock_irqrestore();
 1)   3.457 us    |            }
 1) + 23.807 us   |          }
 1)               |          of_property_count_elems_of_size() {
 1)               |            of_find_property() {
 1)   1.228 us    |              _raw_spin_lock_irqsave();
 1)   1.370 us    |              __of_find_property();
 1)   1.175 us    |              _raw_spin_unlock_irqrestore();
 1)   8.326 us    |            }
 1) + 10.679 us   |          }
 1)               |          of_property_count_elems_of_size() {
 1)               |            of_find_property() {
 1)   1.172 us    |              _raw_spin_lock_irqsave();
 1)   1.418 us    |              __of_find_property();
 1)   1.170 us    |              _raw_spin_unlock_irqrestore();
 1)   8.322 us    |            }
 1) + 10.649 us   |          }
 1)               |          devm_kmalloc() {
 1)               |            __kmalloc_track_caller() {
 1)   1.175 us    |              kmalloc_slab();
 1)   1.146 us    |              should_failslab();
 1)   5.849 us    |            }
 1)               |            devres_add() {
 1)   1.182 us    |              _raw_spin_lock_irqsave();
 1)   1.252 us    |              add_dr();
 1)   1.209 us    |              _raw_spin_unlock_irqrestore();
 1)   8.238 us    |            }
 1) + 17.712 us   |          }
 1)               |          of_property_read_variable_u8_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.568 us    |              of_find_property();
 1)   4.865 us    |            }
 1)   7.295 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.640 us    |              of_find_property();
 1)   4.947 us    |            }
 1)   7.465 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.637 us    |              of_find_property();
 1)   4.990 us    |            }
 1)   7.338 us    |          }
 1)               |          of_property_read_variable_u32_array() {
 1)               |            of_find_property_value_of_size() {
 1)   2.637 us    |              of_find_property();
 1)   4.988 us    |            }
 1)   7.423 us    |          }
 1)               |          regmap_write() {
 1)               |            regmap_lock_spinlock() {
 1)   1.205 us    |              _raw_spin_lock_irqsave();
 1)   3.495 us    |            }
 1)               |            _regmap_write() {
 1)   1.184 us    |              regmap_writeable();
 1)   1.156 us    |              regmap_aspeed_pwm_tachometer_reg_write();
 1)   5.863 us    |            }
 1)               |            regmap_unlock_spinlock() {
 1)   1.182 us    |              _raw_spin_unlock_irqrestore();
 1)   3.417 us    |            }
 1) + 17.317 us   |          }
 1)               |          printk() {
 1)               |            vprintk_func() {
 1)   5.495 us    |              vprintk_default();
 1)   7.958 us    |            }
 1) + 10.353 us   |          }
 1)               |          of_get_next_child() {
 1)   1.177 us    |            _raw_spin_lock_irqsave();
 1)   1.217 us    |            _raw_spin_unlock_irqrestore();
 1)   5.783 us    |          }
 1)               |          _dev_info() {
 1)               |            __dev_printk() {
 1) + 32.022 us   |              dev_printk_emit();
 1) + 35.798 us   |            }
 1) + 38.485 us   |          }
 1)               |          devm_hwmon_device_register_with_groups() {
 1)               |            devres_alloc_node() {
 1)   2.532 us    |              __kmalloc_track_caller();
 1)   5.360 us    |            }
 1)               |            __hwmon_device_register() {
 1)   1.553 us    |              _raw_spin_lock_irqsave();
 1)   1.267 us    |              _raw_spin_unlock_irqrestore();
 1)   1.480 us    |              kfree();
 1) + 17.188 us   |              kmem_cache_alloc_trace();
 1)   8.604 us    |              dev_set_name();
 1) ! 574.539 us  |              device_register();
 1) ! 627.884 us  |            }
 1)               |            devres_add() {
 1)   1.420 us    |              _raw_spin_lock_irqsave();
 1)   1.391 us    |              add_dr();
 1)   1.380 us    |              _raw_spin_unlock_irqrestore();
 1)   9.325 us    |            }
 1) ! 648.793 us  |          }
 1) # 5499.822 us |        }
 1) # 5532.568 us |      }
 1)               |      device_add_groups() {
 1)   1.385 us    |        sysfs_create_groups();
 1)   3.972 us    |      }
 1)   1.490 us    |      pinctrl_init_done();
 1)               |      driver_bound() {
 1)   1.298 us    |        _raw_spin_lock();
 1)               |        device_links_driver_bound() {
 1)   1.398 us    |          mutex_lock();
 1)   1.382 us    |          mutex_unlock();
 1)   7.345 us    |        }
 1)               |        device_pm_check_callbacks() {
 1)   1.416 us    |          _raw_spin_lock_irq();
 1)   1.382 us    |          pm_ops_is_empty();
 1)   6.797 us    |        }
 1)               |        driver_deferred_probe_del() {
 1)   1.366 us    |          mutex_lock();
 1)   1.258 us    |          mutex_unlock();
 1)   6.838 us    |        }
 1)   1.530 us    |        blocking_notifier_call_chain();
 1)   1.411 us    |        dev_uevent_filter();
 1)   1.360 us    |        dev_uevent_name();
 1)               |        kmem_cache_alloc_trace() {
 1)   1.218 us    |          should_failslab();
 1)   5.507 us    |        }
 1)               |        __kmalloc() {
 1)   1.239 us    |          kmalloc_slab();
 1)   1.364 us    |          should_failslab();
 1)   6.610 us    |        }
 1)               |        dev_uevent() {
 1)               |          of_device_uevent() {
 1)               |            of_get_property() {
 1)   3.120 us    |              of_find_property();
 1)   5.943 us    |            }
 1)               |            of_find_property() {
 1)   1.269 us    |              _raw_spin_lock_irqsave();
 1)   1.472 us    |              __of_find_property();
 1)   1.372 us    |              _raw_spin_unlock_irqrestore();
 1)   9.061 us    |            }
 1)   1.364 us    |            of_prop_next_string();
 1)   1.696 us    |            of_prop_next_string();
 1)   1.288 us    |            mutex_lock();
 1)   1.297 us    |            mutex_unlock();
 1) + 36.322 us   |          }
 1)               |          platform_uevent() {
 1)               |            of_device_uevent_modalias() {
 1) + 11.980 us   |              of_device_get_modalias();
 1) + 15.735 us   |            }
 1) + 18.596 us   |          }
 1) + 60.031 us   |        }
 1)   1.425 us    |        mutex_lock();
 1)   1.320 us    |        netlink_has_listeners();
 1)   1.247 us    |        consume_skb();
 1)   1.263 us    |        mutex_unlock();
 1)               |        kfree() {
 1)   1.389 us    |          ___cache_free();
 1)   3.988 us    |        }
 1)               |        kfree() {
 1)   1.268 us    |          ___cache_free();
 1)   3.987 us    |        }
 1) ! 140.185 us  |      }
 1)               |      __wake_up() {
 1)               |        __wake_up_common_lock() {
 1)   1.413 us    |          _raw_spin_lock_irqsave();
 1)   1.405 us    |          __wake_up_common();
 1)   1.390 us    |          _raw_spin_unlock_irqrestore();
 1)   9.866 us    |        }
 1) + 12.627 us   |      }
 1) * 18144.98 us |    }
 1)               |    ktime_get() {
 1)   1.395 us    |      arch_counter_read();
 1)   4.740 us    |    }
 1)               |    printk() {
 1)               |      vprintk_func() {
 1)               |        vprintk_default() {
 1)               |          vprintk_emit() {
 1)   1.280 us    |            __printk_safe_enter();
 1)   1.215 us    |            _raw_spin_lock();
 1)               |            vprintk_store() {
 1)   3.654 us    |              log_store.constprop.0();
 1)   9.657 us    |            }
 1)   1.175 us    |            __printk_safe_exit();
 1)               |            console_trylock() {
 1)   3.122 us    |              __down_trylock_console_sem.constprop.0();
 1)   5.480 us    |            }
 1)               |            console_unlock() {
 1)   1.175 us    |              __printk_safe_enter();
 1)   1.219 us    |              _raw_spin_lock();
 1)   3.445 us    |              __up_console_sem.constprop.0();
 1)   1.231 us    |              _raw_spin_lock();
 1)   1.199 us    |              __printk_safe_exit();
 1) + 16.347 us   |            }
 1)   1.232 us    |            wake_up_klogd.part.0();
 1) + 48.204 us   |          }
 1) + 50.593 us   |        }
 1) + 53.346 us   |      }
 1) + 56.003 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.205 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.874 us    |        rpm_check_suspend_allowed();
 1)   4.651 us    |      }
 1)   1.181 us    |      _raw_spin_unlock_irqrestore();
 1) + 12.060 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.319 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.158 us    |        rpm_check_suspend_allowed();
 1)   3.433 us    |      }
 1)   1.187 us    |      _raw_spin_unlock_irqrestore();
 1) + 10.856 us   |    }
 1)               |    pm_runtime_put_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.967 us    |        __srcu_read_lock();
 1)   4.492 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.309 us    |        __srcu_read_unlock();
 1)   3.792 us    |      }
 1) + 12.136 us   |    }
 1) * 18296.27 us |  }
 1)               |  driver_probe_device() {
 1)               |    pm_runtime_get_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.521 us    |        __srcu_read_lock();
 1)   4.742 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.217 us    |        __srcu_read_unlock();
 1)   3.594 us    |      }
 1) + 12.106 us   |    }
 1)               |    __pm_runtime_resume() {
 1)   1.297 us    |      _raw_spin_lock_irqsave();
 1)   2.472 us    |      rpm_resume();
 1)   1.193 us    |      _raw_spin_unlock_irqrestore();
 1)   9.842 us    |    }
 1)               |    pm_runtime_barrier() {
 1)   1.358 us    |      _raw_spin_lock_irq();
 1)   1.710 us    |      __pm_runtime_barrier();
 1)   7.282 us    |    }
 1)               |    ktime_get() {
 1)   1.178 us    |      arch_counter_read();
 1)   3.550 us    |    }
 1)               |    really_probe() {
 1)               |      device_links_check_suppliers() {
 1)   1.180 us    |        mutex_lock();
 1)   1.433 us    |        mutex_unlock();
 1)   6.422 us    |      }
 1)               |      pinctrl_bind_pins() {
 1)               |        devm_kmalloc() {
 1)               |          __kmalloc_track_caller() {
 1)   1.212 us    |            kmalloc_slab();
 1)   1.150 us    |            should_failslab();
 1)               |            cache_alloc_refill() {
 1)   3.955 us    |              __alloc_pages_nodemask();
 1)   1.912 us    |              mod_node_page_state();
 1)   1.228 us    |              page_address();
 1)   2.620 us    |              get_random_u32();
 1)   1.364 us    |              _raw_spin_lock();
 1) + 22.744 us   |            }
 1) + 30.253 us   |          }
 1)               |          devres_add() {
 1)   1.191 us    |            _raw_spin_lock_irqsave();
 1)   1.185 us    |            add_dr();
 1)   1.217 us    |            _raw_spin_unlock_irqrestore();
 1)   8.690 us    |          }
 1) + 42.778 us   |        }
 1)               |        devm_pinctrl_get() {
 1)               |          devres_alloc_node() {
 1)               |            __kmalloc_track_caller() {
 1)   1.168 us    |              kmalloc_slab();
 1)   1.175 us    |              should_failslab();
 1)   5.808 us    |            }
 1)   8.336 us    |          }
 1)               |          pinctrl_get() {
 1)   1.346 us    |            mutex_lock();
 1)   1.222 us    |            mutex_unlock();
 1)               |            create_pinctrl() {
 1)   1.750 us    |              kmem_cache_alloc_trace();
 1)   9.815 us    |              pinctrl_dt_to_map();
 1)   1.623 us    |              kfree();
 1) + 19.582 us   |            }
 1) + 30.237 us   |          }
 1)               |          devres_free() {
 1)               |            kfree() {
 1)   1.195 us    |              ___cache_free();
 1)   3.558 us    |            }
 1)   5.865 us    |          }
 1) + 49.775 us   |        }
 1)               |        devm_kfree() {
 1)               |          devres_remove() {
 1)   1.168 us    |            _raw_spin_lock_irqsave();
 1)   1.210 us    |            devm_kmalloc_match();
 1)   1.240 us    |            _raw_spin_unlock_irqrestore();
 1) + 11.937 us   |          }
 1)               |          devres_free() {
 1)               |            kfree() {
 1)   1.306 us    |              ___cache_free();
 1)   3.582 us    |            }
 1)   5.833 us    |          }
 1) + 21.483 us   |        }
 1) ! 120.087 us  |      }
 1)               |      platform_dma_configure() {
 1)               |        of_dma_configure() {
 1)               |          of_dma_get_range() {
 1)               |            of_n_addr_cells() {
 1)   4.125 us    |              of_property_read_variable_u32_array();
 1)   7.343 us    |            }
 1)               |            of_n_size_cells() {
 1)   3.485 us    |              of_property_read_variable_u32_array();
 1)   6.019 us    |            }
 1)               |            __of_get_dma_parent() {
 1)   3.135 us    |              of_property_match_string();
 1)   2.140 us    |              of_get_parent();
 1)   9.101 us    |            }
 1)               |            of_get_property() {
 1)   2.780 us    |              of_find_property();
 1)   5.087 us    |            }
 1) + 34.399 us   |          }
 1)               |          of_dma_is_coherent() {
 1)               |            of_find_property() {
 1)   1.189 us    |              _raw_spin_lock_irqsave();
 1)   1.506 us    |              __of_find_property();
 1)   1.290 us    |              _raw_spin_unlock_irqrestore();
 1)   8.506 us    |            }
 1)               |            of_get_next_parent() {
 1)   2.003 us    |              of_get_parent();
 1)   4.378 us    |            }
 1)               |            of_find_property() {
 1)   1.165 us    |              _raw_spin_lock_irqsave();
 1)   1.325 us    |              __of_find_property();
 1)   1.180 us    |              _raw_spin_unlock_irqrestore();
 1)   8.245 us    |            }
 1)               |            of_get_next_parent() {
 1)   1.975 us    |              of_get_parent();
 1)   4.283 us    |            }
 1) + 31.076 us   |          }
 1)   1.281 us    |          arch_setup_dma_ops();
 1) + 73.889 us   |        }
 1) + 76.312 us   |      }
 1)               |      driver_sysfs_add() {
 1)   1.150 us    |        blocking_notifier_call_chain();
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   1.348 us    |            _raw_spin_lock();
 1)   1.390 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1)   8.714 us    |              kernfs_new_node();
 1)   1.263 us    |              kernfs_get();
 1)   5.935 us    |              kernfs_add_one();
 1) + 21.175 us   |            }
 1)   1.351 us    |            kernfs_put();
 1) + 31.765 us   |          }
 1) + 34.310 us   |        }
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   1.188 us    |            _raw_spin_lock();
 1)   1.199 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1)   4.701 us    |              kernfs_new_node();
 1)   1.233 us    |              kernfs_get();
 1)   6.200 us    |              kernfs_add_one();
 1) + 17.108 us   |            }
 1)   1.245 us    |            kernfs_put();
 1) + 26.490 us   |          }
 1) + 28.801 us   |        }
 1) + 69.265 us   |      }
 1)               |      platform_drv_probe() {
 1)               |        of_clk_set_defaults() {
 1)               |          of_count_phandle_with_args() {
 1)               |            of_phandle_iterator_init() {
 1)   2.583 us    |              of_find_property();
 1)   5.235 us    |            }
 1)   7.851 us    |          }
 1)               |          of_find_property() {
 1)   1.205 us    |            _raw_spin_lock_irqsave();
 1)   1.277 us    |            __of_find_property();
 1)   1.182 us    |            _raw_spin_unlock_irqrestore();
 1)   8.327 us    |          }
 1)   1.343 us    |          of_prop_next_u32();
 1) + 22.921 us   |        }
 1)   1.165 us    |        dev_pm_domain_attach();
 1)               |        iio_hwmon_probe() {
 1)               |          devm_iio_channel_get_all() {
 1)               |            devres_alloc_node() {
 1)   2.068 us    |              __kmalloc_track_caller();
 1)   4.537 us    |            }
 1)               |            iio_channel_get_all() {
 1) + 11.660 us   |              of_parse_phandle_with_args();
 1) + 12.464 us   |              of_parse_phandle_with_args();
 1) + 17.660 us   |              of_parse_phandle_with_args();
 1) + 20.500 us   |              of_parse_phandle_with_args();
 1) + 24.435 us   |              of_parse_phandle_with_args();
 1) + 28.736 us   |              of_parse_phandle_with_args();
 1) + 32.670 us   |              of_parse_phandle_with_args();
 1) + 36.994 us   |              of_parse_phandle_with_args();
 1) + 41.555 us   |              of_parse_phandle_with_args();
 1) + 45.238 us   |              of_parse_phandle_with_args();
 1) + 49.200 us   |              of_parse_phandle_with_args();
 1) + 53.545 us   |              of_parse_phandle_with_args();
 1) + 57.393 us   |              of_parse_phandle_with_args();
 1) + 61.685 us   |              of_parse_phandle_with_args();
 1) + 65.669 us   |              of_parse_phandle_with_args();
 1) + 69.948 us   |              of_parse_phandle_with_args();
 1) + 70.195 us   |              of_parse_phandle_with_args();
 1)   3.235 us    |              __kmalloc();
 1) + 13.053 us   |              __of_iio_channel_get();
 1)   2.355 us    |              kfree();
 1) ! 745.480 us  |            }
 1)               |            devres_free() {
 1)   1.830 us    |              kfree();
 1)   4.233 us    |            }
 1) ! 759.407 us  |          }
 1) ! 762.683 us  |        }
 1)   1.354 us    |        dev_pm_domain_detach();
 1) ! 796.055 us  |      }
 1)   1.355 us    |      blocking_notifier_call_chain();
 1)               |      device_links_no_driver() {
 1)   1.256 us    |        mutex_lock();
 1)   1.617 us    |        __device_links_no_driver();
 1)   1.542 us    |        mutex_unlock();
 1)   9.830 us    |      }
 1)               |      devres_release_all() {
 1)   1.288 us    |        _raw_spin_lock_irqsave();
 1)               |        release_nodes() {
 1)   1.275 us    |          _raw_spin_unlock_irqrestore();
 1)   4.550 us    |        }
 1) + 10.484 us   |      }
 1)   1.210 us    |      arch_teardown_dma_ops();
 1)               |      driver_sysfs_remove() {
 1)               |        sysfs_remove_link() {
 1)               |          kernfs_remove_by_name_ns() {
 1)   1.287 us    |            mutex_lock();
 1)               |            kernfs_find_ns() {
 1)   1.371 us    |              kernfs_name_hash();
 1)   4.752 us    |            }
 1)               |            __kernfs_remove.part.0() {
 1)   1.264 us    |              kernfs_next_descendant_post();
 1)   1.242 us    |              kernfs_next_descendant_post();
 1)   1.264 us    |              kernfs_get();
 1)   1.307 us    |              mutex_unlock();
 1)   1.525 us    |              kernfs_drain_open_files();
 1)   1.403 us    |              mutex_lock();
 1)   2.070 us    |              kernfs_unlink_sibling();
 1)   1.394 us    |              kernfs_put();
 1)   7.743 us    |              kernfs_put();
 1) + 33.317 us   |            }
 1)   1.280 us    |            mutex_unlock();
 1) + 47.465 us   |          }
 1) + 50.346 us   |        }
 1)               |        sysfs_remove_link() {
 1)               |          kernfs_remove_by_name_ns() {
 1)   1.235 us    |            mutex_lock();
 1)               |            kernfs_find_ns() {
 1)   1.400 us    |              kernfs_name_hash();
 1)   4.170 us    |            }
 1)               |            __kernfs_remove.part.0() {
 1)   1.238 us    |              kernfs_next_descendant_post();
 1)   1.240 us    |              kernfs_next_descendant_post();
 1)   1.253 us    |              kernfs_get();
 1)   1.413 us    |              mutex_unlock();
 1)   1.374 us    |              kernfs_drain_open_files();
 1)   1.412 us    |              mutex_lock();
 1)   1.798 us    |              kernfs_unlink_sibling();
 1)   1.402 us    |              kernfs_put();
 1)   4.653 us    |              kernfs_put();
 1) + 28.720 us   |            }
 1)   1.290 us    |            mutex_unlock();
 1) + 41.860 us   |          }
 1) + 44.375 us   |        }
 1) + 98.836 us   |      }
 1)   1.243 us    |      pm_runtime_reinit();
 1)               |      driver_deferred_probe_add() {
 1)   2.635 us    |        mutex_lock();
 1)   1.373 us    |        mutex_unlock();
 1)   8.396 us    |      }
 1)               |      __wake_up() {
 1)               |        __wake_up_common_lock() {
 1)   1.405 us    |          _raw_spin_lock_irqsave();
 1)   1.562 us    |          __wake_up_common();
 1)   1.392 us    |          _raw_spin_unlock_irqrestore();
 1)   9.527 us    |        }
 1) + 12.090 us   |      }
 1) # 1231.317 us |    }
 1)               |    ktime_get() {
 1)   1.257 us    |      arch_counter_read();
 1)   4.115 us    |    }
 1)               |    printk() {
 1)               |      vprintk_func() {
